ville_depart;ville_arrivee;distance_train;distance_voiture;tarif_peage
Besançon;Stains;0.0;435.1;21.02
Besançon;Gagny;356.7;426.8;21.63
Besançon;Colomiers;758.4;740.2;31.09
Besançon;Poissy;367.4;433.7;22.52
Besançon;Draguignan;0.0;658.8;42.85
Besançon;Douai;526.5;546.6;29.92
Besançon;Le Lamentin;0.0;2142.5;34.62
Besançon;Bagnolet;0.0;414.3;21.02
Besançon;Marcq-en-Barœul;0.0;586.2;32.5
Besançon;Saint-Joseph;0.0;11018.3;21.46
Orléans;Rouen;233.1;242.7;9.75
Orléans;Saint-Denis;118.7;147.5;4.71
Orléans;Montreuil;0.0;148.7;4.71
Orléans;Caen;321.0;355.4;24.93
Orléans;Argenteuil;123.2;151.9;7.19
Orléans;Mulhouse;592.4;541.6;41.02
Orléans;Saint-Paul;0.0;11353.6;29.64
Orléans;Nancy;436.9;454.5;20.79
Orléans;Tourcoing;327.8;369.2;22.23
Orléans;Roubaix;330.2;367.5;22.23
Orléans;Nanterre;122.3;139.3;4.71
Orléans;Vitry-sur-Seine;116.8;132.9;4.71
Orléans;Créteil;124.2;135.2;4.71
Orléans;Avignon;692.5;670.2;47.35
Orléans;Poitiers;202.8;222.1;9.21
Orléans;Aubervilliers;0.0;144.4;4.71
Orléans;Asnières-sur-Seine;124.7;142.6;4.71
Orléans;Colombes;121.1;142.1;4.71
Orléans;Dunkerque;384.4;431.3;22.23
Orléans;Aulnay-sous-Bois;126.0;156.6;4.71
Orléans;Saint-Pierre;0.0;11346.0;29.64
Orléans;Versailles;129.0;134.0;4.94
Orléans;Le Tampon;0.0;11346.0;29.64
Orléans;Courbevoie;124.6;138.6;4.71
Orléans;Béziers;838.4;627.8;22.31
Orléans;La Rochelle;338.4;355.2;16.47
Orléans;Rueil-Malmaison;126.7;136.9;4.71
Orléans;Cherbourg-en-Cotentin;436.8;479.3;24.93
Orléans;Champigny-sur-Marne;126.9;143.9;4.71
Orléans;Pau;628.2;672.6;37.74
Orléans;Mérignac;418.1;471.2;22.1
Orléans;Saint-Maur-des-Fossés;125.9;138.7;4.71
Orléans;Antibes;932.8;893.3;57.75
Orléans;Fort-de-France;0.0;1878.0;33.03
Orléans;Ajaccio;0.0;1303.9;67.96
Orléans;Cannes;924.0;884.2;57.0
Orléans;Saint-Nazaire;546.6;393.0;25.52
Orléans;Mamoudzou;0.0;11209.4;29.64
Orléans;Drancy;125.6;152.7;4.71
Orléans;Noisy-le-Grand;128.0;147.4;4.85
Orléans;Issy-les-Moulineaux;119.4;131.6;4.71
Orléans;Cergy;143.3;164.5;8.19
Orléans;Levallois-Perret;117.0;139.4;4.71
Orléans;Colmar;593.8;586.2;41.02
Orléans;Calais;373.5;425.1;43.03
Orléans;Pessac;417.1;476.2;22.1
Orléans;Vénissieux;589.4;451.4;35.17
Orléans;Évry-Courcouronnes;134.9;126.7;4.67
Orléans;Clichy;0.0;141.0;4.71
Orléans;Valence;596.3;547.7;35.63
Orléans;Ivry-sur-Seine;113.1;133.6;4.71
Orléans;Bourges;107.8;119.2;8.03
Orléans;Quimper;648.2;559.5;25.52
Orléans;Cayenne;0.0;1878.0;33.03
Orléans;Antony;121.3;119.6;4.71
Orléans;Troyes;305.4;216.6;9.74
Orléans;La Seyne-sur-Mer;825.6;817.1;56.67
Orléans;Villeneuve-d'Ascq;321.5;358.6;21.88
Orléans;Montauban;461.0;495.8;7.04
Orléans;Pantin;118.6;143.1;4.71
Orléans;Chambéry;653.2;540.5;40.86
Orléans;Niort;274.0;291.5;15.28
Orléans;Neuilly-sur-Seine;0.0;137.8;4.71
Orléans;Sarcelles;128.7;164.8;4.71
Orléans;Le Blanc-Mesnil;127.3;155.7;4.71
Orléans;Maisons-Alfort;120.7;136.8;4.71
Orléans;Lorient;587.9;497.3;25.52
Orléans;Villejuif;0.0;129.6;4.71
Orléans;Saint-André;0.0;11346.0;29.64
Orléans;Fréjus;899.7;854.8;56.23
Orléans;Beauvais;194.9;217.5;6.85
Orléans;Narbonne;862.1;660.8;23.91
Orléans;Meaux;168.0;183.1;16.48
Orléans;Hyères;871.5;842.6;58.2
Orléans;Bobigny;0.0;151.8;4.71
Orléans;La Roche-sur-Yon;570.1;337.0;19.91
Orléans;Clamart;136.1;126.1;4.71
Orléans;Vannes;540.6;439.0;25.52
Orléans;Chelles;132.5;153.0;4.71
Orléans;Cholet;465.8;271.6;8.37
Orléans;Saint-Louis;0.0;11346.0;29.64
Orléans;Épinay-sur-Seine;123.6;148.4;4.71
Orléans;Saint-Ouen-sur-Seine;124.1;142.7;4.71
Orléans;Saint-Quentin;254.7;302.3;19.9
Orléans;Bondy;124.4;151.4;4.71
Orléans;Bayonne;596.7;648.0;26.81
Orléans;Corbeil-Essonnes;137.6;130.4;5.22
Orléans;Cagnes-sur-Mer;941.1;901.5;58.2
Orléans;Vaulx-en-Velin;0.0;453.2;35.17
Orléans;Les Abymes;0.0;1878.0;33.03
Orléans;Sevran;131.3;157.9;4.71
Orléans;Fontenay-sous-Bois;123.1;145.9;4.71
Orléans;Sartrouville;129.0;148.3;7.17
Orléans;Massy;126.5;116.4;4.71
Orléans;Arles;727.0;716.7;29.6
Orléans;Saint-Laurent-du-Maroni;0.0;1878.0;33.03
Orléans;Albi;576.3;553.9;6.79
Orléans;Laval;383.5;284.6;21.87
Orléans;Saint-Herblain;523.4;342.0;25.52
Orléans;Gennevilliers;125.9;144.2;4.71
Orléans;Suresnes;123.8;136.1;4.71
Orléans;Saint-Priest;585.3;456.0;35.64
Orléans;Vincennes;119.1;138.2;4.71
Orléans;Bastia;0.0;1160.6;68.05
Orléans;Martigues;808.3;758.5;49.82
Orléans;Les Sables-d'Olonne;603.7;375.9;20.52
Orléans;Grasse;940.5;896.5;57.31
Orléans;Montrouge;0.0;132.4;4.71
Orléans;Aubagne;788.2;773.1;54.03
Orléans;Saint-Malo;518.7;415.5;22.58
Orléans;Évreux;214.6;167.5;2.26
Orléans;La Courneuve;120.4;157.1;4.71
Orléans;Blois;56.8;66.6;1.67
Orléans;Brive-la-Gaillarde;325.8;357.2;3.03
Orléans;Charleville-Mézières;330.7;361.3;20.24
Orléans;Meudon;122.4;130.0;4.71
Orléans;Carcassonne;591.5;640.3;16.13
Orléans;Choisy-le-Roi;118.9;129.7;4.71
Orléans;Noisy-le-Sec;123.0;149.2;4.71
Orléans;Livry-Gargan;0.0;155.6;4.71
Orléans;Rosny-sous-Bois;125.0;146.7;4.71
Orléans;Talence;414.5;474.4;22.1
Orléans;Belfort;561.0;505.7;37.08
Orléans;Alfortville;122.2;134.0;4.71
Orléans;Chalon-sur-Saône;441.8;345.1;12.15
Orléans;Salon-de-Provence;828.9;708.2;49.13
Orléans;Sète;796.9;643.3;22.53
Orléans;Istres;826.7;733.5;50.04
Orléans;Mantes-la-Jolie;165.6;167.9;5.95
Orléans;Saint-Germain-en-Laye;132.7;151.0;8.19
Orléans;Saint-Brieuc;539.0;449.9;22.58
Orléans;Tarbes;680.2;710.0;39.85
Orléans;Alès;764.5;570.3;21.73
Orléans;Châlons-en-Champagne;298.7;299.8;12.46
Orléans;Bagneux;0.0;130.1;4.71
Orléans;Puteaux;121.1;136.9;4.71
Orléans;Caluire-et-Cuire;0.0;449.2;35.17
Orléans;Bron;0.0;452.0;35.22
Orléans;Rezé;494.0;343.0;24.61
Orléans;Valenciennes;328.2;345.3;25.5
Orléans;Châteauroux;131.8;144.1;2.36
Orléans;Garges-lès-Gonesse;126.3;162.2;4.71
Orléans;Castres;581.8;576.3;6.79
Orléans;Arras;274.0;319.0;19.73
Orléans;Melun;155.5;150.0;9.05
Orléans;Thionville;453.4;478.3;25.76
Orléans;Le Cannet;0.0;885.0;57.31
Orléans;Bourg-en-Bresse;477.9;435.8;15.58
Orléans;Anglet;0.0;653.4;26.81
Orléans;Angoulême;309.4;331.8;10.25
Orléans;Boulogne-sur-Mer;342.1;392.5;21.9
Orléans;Wattrelos;0.0;372.5;22.23
Orléans;Gap;702.5;649.9;42.59
Orléans;Villenave-d'Ornon;416.5;470.3;22.1
Orléans;Montélimar;639.0;589.4;37.09
Orléans;Compiègne;189.3;219.1;7.86
Orléans;Stains;0.0;160.4;4.71
Orléans;Gagny;128.1;152.5;4.71
Orléans;Colomiers;521.9;555.0;11.04
Orléans;Poissy;136.8;141.1;4.6
Orléans;Draguignan;0.0;849.2;55.52
Orléans;Douai;297.9;342.3;21.88
Orléans;Le Lamentin;0.0;1878.0;33.03
Orléans;Bagnolet;0.0;139.6;4.71
Orléans;Marcq-en-Barœul;0.0;362.7;21.88
Orléans;Saint-Joseph;0.0;11346.0;29.64
Rouen;Saint-Denis;118.3;133.9;7.83
Rouen;Montreuil;0.0;149.3;7.83
Rouen;Caen;139.1;128.1;13.11
Rouen;Argenteuil;119.2;127.3;7.83
Rouen;Mulhouse;642.9;661.9;48.72
Rouen;Saint-Paul;0.0;11412.9;28.94
Rouen;Nancy;435.1;494.4;14.71
Rouen;Tourcoing;333.6;268.3;10.54
Rouen;Roubaix;336.0;266.6;10.54
Rouen;Nanterre;118.0;120.9;7.83
Rouen;Vitry-sur-Seine;121.7;140.7;6.43
Rouen;Créteil;123.9;152.7;6.65
Rouen;Avignon;700.5;816.5;39.89
Rouen;Poitiers;419.0;411.8;32.48
Rouen;Aubervilliers;0.0;136.2;7.83
Rouen;Asnières-sur-Seine;114.4;128.7;7.83
Rouen;Colombes;117.0;123.9;7.83
Rouen;Dunkerque;382.0;251.8;11.02
Rouen;Aulnay-sous-Bois;128.2;145.9;7.83
Rouen;Saint-Pierre;0.0;11405.3;28.94
Rouen;Versailles;132.0;122.5;5.24
Rouen;Le Tampon;0.0;11405.3;28.94
Rouen;Courbevoie;115.2;124.5;7.83
Rouen;Béziers;836.8;860.2;32.06
Rouen;La Rochelle;548.9;480.3;31.06
Rouen;Rueil-Malmaison;122.6;128.4;6.43
Rouen;Cherbourg-en-Cotentin;250.5;249.9;13.11
Rouen;Champigny-sur-Marne;129.8;154.2;7.83
Rouen;Pau;863.3;862.3;60.92
Rouen;Mérignac;654.0;661.0;45.37
Rouen;Saint-Maur-des-Fossés;125.6;147.5;6.43
Rouen;Antibes;932.6;1039.6;50.3
Rouen;Fort-de-France;0.0;2067.8;56.19
Rouen;Ajaccio;0.0;1450.2;60.6
Rouen;Cannes;923.8;1030.6;49.54
Rouen;Saint-Nazaire;545.5;441.3;22.08
Rouen;Mamoudzou;0.0;11268.7;28.94
Rouen;Drancy;125.3;140.8;7.83
Rouen;Noisy-le-Grand;127.7;155.3;7.97
Rouen;Issy-les-Moulineaux;120.6;129.7;6.43
Rouen;Cergy;106.4;111.3;5.01
Rouen;Levallois-Perret;112.9;127.3;7.83
Rouen;Colmar;606.1;701.8;38.62
Rouen;Calais;379.3;215.9;10.86
Rouen;Pessac;651.5;665.9;45.37
Rouen;Vénissieux;554.5;596.2;23.85
Rouen;Évry-Courcouronnes;143.3;162.7;6.65
Rouen;Clichy;0.0;128.9;7.83
Rouen;Valence;604.3;694.0;28.17
Rouen;Ivry-sur-Seine;118.0;139.2;6.43
Rouen;Bourges;450.6;351.5;17.78
Rouen;Quimper;716.4;494.3;13.11
Rouen;Cayenne;0.0;2067.8;56.19
Rouen;Antony;122.5;139.4;6.65
Rouen;Troyes;300.2;305.7;14.75
Rouen;La Seyne-sur-Mer;825.4;963.4;49.21
Rouen;Villeneuve-d'Ascq;327.3;257.6;10.54
Rouen;Montauban;822.5;728.1;16.79
Rouen;Pantin;116.2;139.0;7.83
Rouen;Chambéry;570.2;694.2;34.37
Rouen;Niort;486.0;481.2;38.55
Rouen;Neuilly-sur-Seine;0.0;124.4;7.83
Rouen;Sarcelles;126.3;141.7;7.83
Rouen;Le Blanc-Mesnil;127.0;141.8;7.83
Rouen;Maisons-Alfort;120.4;143.3;6.43
Rouen;Lorient;654.7;461.4;13.11
Rouen;Villejuif;0.0;139.0;6.43
Rouen;Saint-André;0.0;11405.3;28.94
Rouen;Fréjus;899.5;1001.2;48.77
Rouen;Beauvais;178.8;86.5;0.0
Rouen;Narbonne;860.5;893.1;33.66
Rouen;Meaux;154.7;176.9;7.83
Rouen;Hyères;846.5;989.0;50.75
Rouen;Bobigny;0.0;141.1;7.83
Rouen;La Roche-sur-Yon;542.9;423.2;29.8
Rouen;Clamart;143.1;134.9;6.65
Rouen;Vannes;568.6;420.3;13.11
Rouen;Chelles;130.1;156.4;7.83
Rouen;Cholet;467.4;359.2;18.26
Rouen;Saint-Louis;0.0;11405.3;28.94
Rouen;Épinay-sur-Seine;121.1;131.4;7.83
Rouen;Saint-Ouen-sur-Seine;117.4;133.8;7.83
Rouen;Saint-Quentin;260.5;197.0;8.03
Rouen;Bondy;122.0;144.3;7.83
Rouen;Bayonne;831.8;837.7;50.09
Rouen;Corbeil-Essonnes;146.9;164.4;7.21
Rouen;Cagnes-sur-Mer;941.0;1047.8;50.75
Rouen;Vaulx-en-Velin;0.0;595.2;28.3
Rouen;Les Abymes;0.0;2067.8;56.19
Rouen;Sevran;131.2;150.3;7.83
Rouen;Fontenay-sous-Bois;121.1;150.5;7.83
Rouen;Sartrouville;125.0;120.9;7.82
Rouen;Massy;127.7;140.3;6.65
Rouen;Arles;735.0;886.4;37.52
Rouen;Saint-Laurent-du-Maroni;0.0;2067.8;56.19
Rouen;Albi;1067.8;786.2;16.55
Rouen;Laval;521.3;285.2;11.24
Rouen;Saint-Herblain;499.3;390.3;22.08
Rouen;Gennevilliers;119.2;128.1;7.83
Rouen;Suresnes;120.6;128.4;6.43
Rouen;Saint-Priest;550.4;607.1;28.87
Rouen;Vincennes;118.8;143.8;6.43
Rouen;Bastia;0.0;1306.9;60.6
Rouen;Martigues;816.3;904.8;42.37
Rouen;Les Sables-d'Olonne;576.6;462.1;30.41
Rouen;Grasse;940.3;1042.8;49.86
Rouen;Montrouge;0.0;133.7;6.43
Rouen;Aubagne;788.0;919.4;46.96
Rouen;Saint-Malo;526.3;294.5;13.11
Rouen;Évreux;115.1;58.2;2.75
Rouen;La Courneuve;120.1;136.8;7.83
Rouen;Blois;382.4;291.0;11.02
Rouen;Brive-la-Gaillarde;826.9;589.6;12.79
Rouen;Charleville-Mézières;326.6;350.1;9.92
Rouen;Meudon;123.6;130.5;6.43
Rouen;Carcassonne;913.6;872.6;25.89
Rouen;Choisy-le-Roi;123.8;147.1;6.65
Rouen;Noisy-le-Sec;120.6;144.5;7.83
Rouen;Livry-Gargan;0.0;148.8;7.83
Rouen;Rosny-sous-Bois;122.8;146.9;7.83
Rouen;Talence;654.1;664.2;45.37
Rouen;Belfort;535.9;625.9;44.78
Rouen;Alfortville;121.9;151.4;6.65
Rouen;Chalon-sur-Saône;449.8;465.4;19.86
Rouen;Salon-de-Provence;828.8;854.5;41.68
Rouen;Sète;804.9;875.7;32.29
Rouen;Istres;826.5;879.8;42.59
Rouen;Mantes-la-Jolie;70.9;81.7;4.1
Rouen;Saint-Germain-en-Laye;130.2;114.8;7.82
Rouen;Saint-Brieuc;546.7;357.2;13.11
Rouen;Tarbes;915.3;899.8;63.03
Rouen;Alès;774.0;802.7;31.49
Rouen;Châlons-en-Champagne;296.4;335.7;14.6
Rouen;Bagneux;0.0;134.8;6.43
Rouen;Puteaux;116.9;123.4;7.83
Rouen;Caluire-et-Cuire;0.0;594.6;28.07
Rouen;Bron;0.0;602.0;28.36
Rouen;Rezé;492.5;391.3;21.16
Rouen;Valenciennes;325.8;244.3;13.81
Rouen;Châteauroux;358.7;376.4;12.12
Rouen;Garges-lès-Gonesse;126.0;142.2;7.83
Rouen;Castres;1073.3;808.6;16.55
Rouen;Arras;271.6;218.1;8.39
Rouen;Melun;163.5;183.9;11.04
Rouen;Thionville;453.5;492.4;26.63
Rouen;Le Cannet;0.0;1031.3;49.86
Rouen;Bourg-en-Bresse;485.9;556.1;23.29
Rouen;Anglet;0.0;843.1;50.09
Rouen;Angoulême;750.8;521.6;33.52
Rouen;Boulogne-sur-Mer;347.9;182.9;10.86
Rouen;Wattrelos;0.0;271.6;10.54
Rouen;Gap;710.5;803.6;36.1
Rouen;Villenave-d'Ornon;655.4;660.0;45.37
Rouen;Montélimar;647.0;735.8;29.64
Rouen;Compiègne;195.0;146.0;1.12
Rouen;Stains;0.0;138.9;7.83
Rouen;Gagny;125.7;150.9;7.83
Rouen;Colomiers;883.4;787.3;20.79
Rouen;Poissy;131.8;106.4;5.29
Rouen;Draguignan;0.0;995.5;48.07
Rouen;Douai;295.4;241.4;10.54
Rouen;Le Lamentin;0.0;2067.8;56.19
Rouen;Bagnolet;0.0;144.5;7.83
Rouen;Marcq-en-Barœul;0.0;261.7;10.54
Rouen;Saint-Joseph;0.0;11405.3;28.94
Montreuil;Caen;0.0;252.6;20.95
Montreuil;Argenteuil;0.0;26.8;0.0
Montreuil;Mulhouse;0.0;478.5;17.35
Montreuil;Saint-Paul;0.0;11259.4;30.52
Montreuil;Nancy;0.0;340.9;16.42
Montreuil;Tourcoing;0.0;226.4;17.52
Montreuil;Roubaix;0.0;224.7;17.52
Montreuil;Nanterre;0.0;32.2;0.02
Montreuil;Vitry-sur-Seine;0.0;20.5;0.0
Montreuil;Créteil;0.0;15.0;0.0
Montreuil;Avignon;0.0;695.7;33.24
Montreuil;Poitiers;0.0;346.6;13.52
Montreuil;Aubervilliers;0.0;8.9;0.0
Montreuil;Asnières-sur-Seine;0.0;16.3;0.0
Montreuil;Colombes;0.0;26.8;0.0
Montreuil;Dunkerque;0.0;288.4;17.52
Montreuil;Aulnay-sous-Bois;0.0;13.7;0.0
Montreuil;Saint-Pierre;0.0;11251.8;30.52
Montreuil;Versailles;0.0;45.3;0.23
Montreuil;Le Tampon;0.0;11251.8;30.52
Montreuil;Courbevoie;0.0;18.8;0.0
Montreuil;Béziers;0.0;760.4;27.02
Montreuil;La Rochelle;0.0;479.8;20.78
Montreuil;Rueil-Malmaison;0.0;36.1;0.7
Montreuil;Cherbourg-en-Cotentin;0.0;374.4;20.95
Montreuil;Champigny-sur-Marne;0.0;9.8;0.0
Montreuil;Pau;0.0;797.1;42.19
Montreuil;Mérignac;0.0;595.8;26.41
Montreuil;Saint-Maur-des-Fossés;0.0;12.2;0.0
Montreuil;Antibes;0.0;918.8;43.65
Montreuil;Fort-de-France;0.0;2002.6;37.34
Montreuil;Ajaccio;0.0;1329.5;53.94
Montreuil;Cannes;0.0;909.8;42.89
Montreuil;Saint-Nazaire;0.0;444.7;34.26
Montreuil;Mamoudzou;0.0;11115.2;30.52
Montreuil;Drancy;0.0;10.1;0.0
Montreuil;Noisy-le-Grand;0.0;13.6;0.14
Montreuil;Issy-les-Moulineaux;0.0;20.0;0.0
Montreuil;Cergy;0.0;45.0;0.0
Montreuil;Levallois-Perret;0.0;15.5;0.0
Montreuil;Colmar;0.0;548.3;40.33
Montreuil;Calais;0.0;282.3;38.32
Montreuil;Pessac;0.0;600.7;26.41
Montreuil;Vénissieux;0.0;475.4;17.19
Montreuil;Évry-Courcouronnes;0.0;41.9;0.0
Montreuil;Clichy;0.0;14.1;0.0
Montreuil;Valence;0.0;573.2;21.52
Montreuil;Ivry-sur-Seine;0.0;11.9;0.0
Montreuil;Bourges;0.0;251.7;12.74
Montreuil;Quimper;0.0;569.5;24.13
Montreuil;Cayenne;0.0;2002.6;37.34
Montreuil;Antony;0.0;29.5;0.0
Montreuil;Troyes;0.0;173.3;7.95
Montreuil;La Seyne-sur-Mer;0.0;842.6;42.56
Montreuil;Villeneuve-d'Ascq;0.0;215.7;17.52
Montreuil;Montauban;0.0;628.3;11.75
Montreuil;Pantin;0.0;6.6;0.0
Montreuil;Chambéry;0.0;573.4;27.71
Montreuil;Niort;0.0;416.0;19.59
Montreuil;Neuilly-sur-Seine;0.0;17.3;0.0
Montreuil;Sarcelles;0.0;22.0;0.0
Montreuil;Le Blanc-Mesnil;0.0;12.8;0.0
Montreuil;Maisons-Alfort;0.0;13.0;0.0
Montreuil;Lorient;0.0;507.3;24.13
Montreuil;Villejuif;0.0;15.1;0.0
Montreuil;Saint-André;0.0;11251.8;30.52
Montreuil;Fréjus;0.0;880.4;42.12
Montreuil;Beauvais;0.0;91.6;2.56
Montreuil;Narbonne;0.0;793.3;28.62
Montreuil;Meaux;0.0;39.5;0.0
Montreuil;Hyères;0.0;868.2;44.1
Montreuil;Bobigny;0.0;7.2;0.0
Montreuil;La Roche-sur-Yon;0.0;426.6;41.98
Montreuil;Clamart;0.0;21.9;0.0
Montreuil;Vannes;0.0;466.2;24.13
Montreuil;Chelles;0.0;14.8;0.0
Montreuil;Cholet;0.0;362.7;30.45
Montreuil;Saint-Louis;0.0;11251.8;30.52
Montreuil;Épinay-sur-Seine;0.0;21.1;0.0
Montreuil;Saint-Ouen-sur-Seine;0.0;12.1;0.0
Montreuil;Saint-Quentin;0.0;159.4;15.19
Montreuil;Bondy;0.0;8.6;0.0
Montreuil;Bayonne;0.0;772.5;31.12
Montreuil;Corbeil-Essonnes;0.0;43.6;0.56
Montreuil;Cagnes-sur-Mer;0.0;927.1;44.1
Montreuil;Vaulx-en-Velin;0.0;474.4;21.65
Montreuil;Les Abymes;0.0;2002.6;37.34
Montreuil;Sevran;0.0;13.7;0.0
Montreuil;Fontenay-sous-Bois;0.0;3.6;0.0
Montreuil;Sartrouville;0.0;32.4;0.0
Montreuil;Massy;0.0;26.1;0.0
Montreuil;Arles;0.0;765.6;30.87
Montreuil;Saint-Laurent-du-Maroni;0.0;2002.6;37.34
Montreuil;Albi;0.0;686.4;11.51
Montreuil;Laval;0.0;288.7;23.42
Montreuil;Saint-Herblain;0.0;393.8;34.26
Montreuil;Gennevilliers;0.0;21.7;0.0
Montreuil;Suresnes;0.0;22.7;0.0
Montreuil;Saint-Priest;0.0;486.3;22.22
Montreuil;Vincennes;0.0;2.9;0.0
Montreuil;Bastia;0.0;1186.2;53.94
Montreuil;Martigues;0.0;784.0;35.72
Montreuil;Les Sables-d'Olonne;0.0;465.5;42.6
Montreuil;Grasse;0.0;922.0;43.21
Montreuil;Montrouge;0.0;15.8;0.0
Montreuil;Aubagne;0.0;798.6;39.92
Montreuil;Saint-Malo;0.0;419.0;20.95
Montreuil;Évreux;0.0;113.8;5.51
Montreuil;La Courneuve;0.0;14.2;0.0
Montreuil;Blois;0.0;191.1;5.98
Montreuil;Brive-la-Gaillarde;0.0;489.8;7.75
Montreuil;Charleville-Mézières;0.0;227.5;15.53
Montreuil;Meudon;0.0;25.0;0.0
Montreuil;Carcassonne;0.0;772.8;20.84
Montreuil;Choisy-le-Roi;0.0;20.0;0.0
Montreuil;Noisy-le-Sec;0.0;4.6;0.0
Montreuil;Livry-Gargan;0.0;11.4;0.0
Montreuil;Rosny-sous-Bois;0.0;3.9;0.0
Montreuil;Talence;0.0;599.0;26.41
Montreuil;Belfort;0.0;435.5;12.39
Montreuil;Alfortville;0.0;14.7;0.0
Montreuil;Chalon-sur-Saône;0.0;344.6;13.2
Montreuil;Salon-de-Provence;0.0;733.7;35.02
Montreuil;Sète;0.0;775.8;27.25
Montreuil;Istres;0.0;759.0;35.93
Montreuil;Mantes-la-Jolie;0.0;74.5;4.03
Montreuil;Saint-Germain-en-Laye;0.0;38.4;0.0
Montreuil;Saint-Brieuc;0.0;454.0;24.13
Montreuil;Tarbes;0.0;834.6;44.31
Montreuil;Alès;0.0;702.8;26.45
Montreuil;Châlons-en-Champagne;0.0;182.2;16.23
Montreuil;Bagneux;0.0;17.4;0.0
Montreuil;Puteaux;0.0;21.2;0.0
Montreuil;Caluire-et-Cuire;0.0;473.8;21.41
Montreuil;Bron;0.0;481.2;21.7
Montreuil;Rezé;0.0;394.8;33.35
Montreuil;Valenciennes;0.0;202.4;20.79
Montreuil;Châteauroux;0.0;276.6;7.08
Montreuil;Garges-lès-Gonesse;0.0;19.3;0.0
Montreuil;Castres;0.0;708.8;11.51
Montreuil;Arras;0.0;176.2;15.37
Montreuil;Melun;0.0;51.4;4.24
Montreuil;Thionville;0.0;338.9;28.34
Montreuil;Le Cannet;0.0;910.5;43.21
Montreuil;Bourg-en-Bresse;0.0;435.3;16.64
Montreuil;Anglet;0.0;777.9;31.12
Montreuil;Angoulême;0.0;456.4;14.56
Montreuil;Boulogne-sur-Mer;0.0;266.6;17.61
Montreuil;Wattrelos;0.0;229.7;17.52
Montreuil;Gap;0.0;682.8;29.44
Montreuil;Villenave-d'Ornon;0.0;594.8;26.41
Montreuil;Montélimar;0.0;615.0;22.98
Montreuil;Compiègne;0.0;76.2;3.14
Montreuil;Stains;0.0;17.6;0.0
Montreuil;Gagny;0.0;9.2;0.0
Montreuil;Colomiers;0.0;687.5;15.75
Montreuil;Poissy;0.0;45.3;2.64
Montreuil;Draguignan;0.0;874.7;41.41
Montreuil;Douai;0.0;199.5;17.52
Montreuil;Le Lamentin;0.0;2002.6;37.34
Montreuil;Bagnolet;0.0;3.4;0.0
Montreuil;Marcq-en-Barœul;0.0;219.8;17.52
Montreuil;Saint-Joseph;0.0;11251.8;30.52
Caen;Argenteuil;207.2;230.0;20.95
Caen;Mulhouse;647.2;764.6;61.84
Caen;Saint-Paul;0.0;11506.6;51.46
Caen;Nancy;521.7;588.0;37.37
Caen;Tourcoing;413.7;400.4;25.99
Caen;Roubaix;411.3;398.7;25.99
Caen;Nanterre;206.0;223.6;22.93
Caen;Vitry-sur-Seine;209.7;243.4;19.54
Caen;Créteil;211.9;255.4;19.77
Caen;Avignon;780.3;919.2;53.01
Caen;Poitiers;526.5;361.5;29.51
Caen;Aubervilliers;0.0;238.9;20.95
Caen;Asnières-sur-Seine;202.4;231.4;20.95
Caen;Colombes;205.0;226.6;22.93
Caen;Dunkerque;452.1;383.9;26.47
Caen;Aulnay-sous-Bois;216.2;248.6;20.95
Caen;Saint-Pierre;0.0;11499.0;51.46
Caen;Versailles;218.8;225.3;20.34
Caen;Le Tampon;0.0;11499.0;51.46
Caen;Courbevoie;203.5;227.2;20.95
Caen;Béziers;937.2;927.1;50.2
Caen;La Rochelle;656.4;429.9;28.08
Caen;Rueil-Malmaison;210.6;231.1;19.54
Caen;Cherbourg-en-Cotentin;115.7;123.6;0.0
Caen;Champigny-sur-Marne;217.8;256.9;20.95
Caen;Pau;945.4;812.0;58.03
Caen;Mérignac;735.4;610.7;42.39
Caen;Saint-Maur-des-Fossés;213.6;250.2;19.54
Caen;Antibes;1017.1;1142.3;63.41
Caen;Fort-de-France;0.0;2017.5;53.3
Caen;Ajaccio;0.0;1553.0;73.71
Caen;Cannes;1008.3;1133.3;62.66
Caen;Saint-Nazaire;630.9;310.9;0.0
Caen;Mamoudzou;0.0;11362.3;51.46
Caen;Drancy;213.3;243.5;20.95
Caen;Noisy-le-Grand;215.7;258.0;21.08
Caen;Issy-les-Moulineaux;208.6;232.4;19.54
Caen;Cergy;226.3;214.0;18.12
Caen;Levallois-Perret;200.9;230.0;22.93
Caen;Colmar;684.0;795.4;61.28
Caen;Calais;461.5;348.0;26.31
Caen;Pessac;733.7;615.6;42.39
Caen;Vénissieux;642.5;698.9;36.96
Caen;Évry-Courcouronnes;231.3;265.4;19.77
Caen;Clichy;0.0;231.6;20.95
Caen;Valence;684.1;796.7;41.29
Caen;Ivry-sur-Seine;206.0;241.9;19.54
Caen;Bourges;427.1;418.5;35.92
Caen;Quimper;743.2;368.5;0.0
Caen;Cayenne;0.0;2017.5;53.3
Caen;Antony;211.3;242.2;19.77
Caen;Troyes;379.9;408.4;27.86
Caen;La Seyne-sur-Mer;912.4;1066.1;62.7
Caen;Villeneuve-d'Ascq;410.9;389.7;25.99
Caen;Montauban;902.9;718.0;29.49
Caen;Pantin;204.2;241.7;20.95
Caen;Chambéry;682.7;796.9;47.48
Caen;Niort;593.6;430.9;35.57
Caen;Neuilly-sur-Seine;0.0;227.1;22.93
