ville_depart;ville_arrivee;distance_train;distance_voiture;tarif_peage
Levallois-Perret;Douai;239.4;204.1;17.52
Levallois-Perret;Le Lamentin;0.0;2000.2;37.34
Levallois-Perret;Bagnolet;0.0;14.6;0.0
Levallois-Perret;Marcq-en-Barœul;0.0;224.4;17.52
Levallois-Perret;Saint-Joseph;0.0;11270.9;30.52
Colmar;Calais;746.7;683.0;59.91
Colmar;Pessac;1004.3;912.3;48.15
Colmar;Vénissieux;446.0;424.8;39.68
Colmar;Évry-Courcouronnes;466.8;549.1;42.07
Colmar;Clichy;0.0;564.7;42.3
Colmar;Valence;493.8;525.6;44.01
Colmar;Ivry-sur-Seine;446.6;550.0;42.3
Colmar;Bourges;658.4;542.0;33.37
Colmar;Quimper;1051.6;1100.6;66.16
Colmar;Cayenne;0.0;2310.8;55.68
Colmar;Antony;451.9;566.7;42.07
Colmar;Troyes;605.1;318.0;5.67
Colmar;La Seyne-sur-Mer;740.2;795.0;65.05
Colmar;Villeneuve-d'Ascq;643.8;616.6;39.11
Colmar;Montauban;1145.9;849.3;48.14
Colmar;Pantin;489.9;553.3;42.3
Colmar;Chambéry;486.2;402.9;4.8
Colmar;Niort;910.1;860.2;55.89
Colmar;Neuilly-sur-Seine;0.0;569.3;42.3
Colmar;Sarcelles;456.9;560.1;39.96
Colmar;Le Blanc-Mesnil;455.6;555.7;42.3
Colmar;Maisons-Alfort;444.0;547.2;42.3
Colmar;Lorient;990.0;1038.4;66.16
Colmar;Villejuif;0.0;554.5;42.3
Colmar;Saint-André;0.0;10851.3;0.0
Colmar;Fréjus;828.7;832.8;64.61
Colmar;Beauvais;509.5;619.6;42.9
Colmar;Narbonne;769.2;810.3;69.17
Colmar;Meaux;498.2;506.7;38.18
Colmar;Hyères;763.1;820.6;66.58
Colmar;Bobigny;0.0;551.8;42.3
Colmar;La Roche-sur-Yon;863.8;905.7;60.52
Colmar;Clamart;465.8;575.7;42.07
Colmar;Vannes;944.6;997.3;66.16
Colmar;Chelles;476.0;539.4;41.18
Colmar;Cholet;849.5;840.3;48.98
Colmar;Saint-Louis;0.0;10851.3;0.0
Colmar;Épinay-sur-Seine;451.7;563.9;42.3
Colmar;Saint-Ouen-sur-Seine;503.8;562.2;42.3
Colmar;Saint-Quentin;451.0;510.3;32.92
Colmar;Bondy;484.1;547.0;42.3
Colmar;Bayonne;1174.0;1080.7;52.87
Colmar;Corbeil-Essonnes;470.5;544.4;41.35
Colmar;Cagnes-sur-Mer;878.5;733.1;12.16
Colmar;Vaulx-en-Velin;0.0;414.0;39.68
Colmar;Les Abymes;0.0;2310.8;55.68
Colmar;Sevran;459.6;543.8;39.96
Colmar;Fontenay-sous-Bois;490.9;545.9;42.3
Colmar;Sartrouville;457.4;575.2;42.3
Colmar;Massy;457.3;564.6;42.07
Colmar;Arles;637.4;718.0;53.36
Colmar;Saint-Laurent-du-Maroni;0.0;2310.8;55.68
Colmar;Albi;1260.7;857.4;46.86
Colmar;Laval;713.9;819.8;65.45
Colmar;Saint-Herblain;867.3;910.7;66.14
Colmar;Gennevilliers;505.5;564.5;42.3
Colmar;Suresnes;452.2;567.5;42.3
Colmar;Saint-Priest;441.9;426.1;40.26
Colmar;Vincennes;442.2;547.0;42.3
Colmar;Bastia;0.0;963.3;1.54
Colmar;Martigues;718.6;736.4;58.21
Colmar;Les Sables-d'Olonne;897.4;944.6;61.14
Colmar;Grasse;867.4;760.5;13.15
Colmar;Montrouge;0.0;556.2;42.3
Colmar;Aubagne;702.9;751.0;62.41
Colmar;Saint-Malo;894.6;950.7;66.16
Colmar;Évreux;529.6;656.6;47.81
Colmar;La Courneuve;448.7;557.1;42.3
Colmar;Blois;651.7;635.3;42.29
Colmar;Brive-la-Gaillarde;914.4;710.8;44.14
Colmar;Charleville-Mézières;431.7;428.2;14.4
Colmar;Meudon;452.2;579.6;42.07
Colmar;Carcassonne;972.9;872.3;72.13
Colmar;Choisy-le-Roi;452.4;554.2;42.3
Colmar;Noisy-le-Sec;485.5;549.2;42.3
Colmar;Livry-Gargan;0.0;544.0;39.96
Colmar;Rosny-sous-Bois;487.7;546.8;42.3
Colmar;Talence;1001.8;907.2;48.15
Colmar;Belfort;80.7;86.4;3.94
Colmar;Alfortville;445.4;548.9;42.3
Colmar;Chalon-sur-Saône;288.5;299.5;31.03
Colmar;Salon-de-Provence;743.6;686.1;57.51
Colmar;Sète;704.0;760.0;53.92
Colmar;Istres;741.3;711.4;58.42
Colmar;Mantes-la-Jolie;489.5;617.4;46.33
Colmar;Saint-Germain-en-Laye;462.7;581.3;42.3
Colmar;Saint-Brieuc;925.8;985.1;66.16
Colmar;Tarbes;1251.8;1054.8;64.23
Colmar;Alès;670.4;664.7;46.6
Colmar;Châlons-en-Champagne;406.8;305.8;1.69
Colmar;Bagneux;0.0;557.8;42.3
Colmar;Puteaux;449.5;570.6;42.3
Colmar;Caluire-et-Cuire;0.0;418.3;39.68
Colmar;Bron;0.0;420.9;39.74
Colmar;Rezé;794.2;911.7;65.22
Colmar;Valenciennes;660.4;552.4;14.4
Colmar;Châteauroux;720.4;607.7;37.39
Colmar;Garges-lès-Gonesse;454.6;556.8;39.96
Colmar;Castres;1315.1;888.0;68.72
Colmar;Arras;602.3;591.3;38.87
Colmar;Melun;478.7;436.8;9.56
Colmar;Thionville;231.0;256.8;12.44
Colmar;Le Cannet;0.0;749.0;13.15
Colmar;Bourg-en-Bresse;370.7;346.8;34.95
Colmar;Anglet;0.0;1086.1;52.87
Colmar;Angoulême;943.0;767.5;36.91
Colmar;Boulogne-sur-Mer;765.3;691.3;59.85
Colmar;Wattrelos;0.0;587.3;14.4
Colmar;Gap;611.1;610.2;47.08
Colmar;Villenave-d'Ornon;1003.8;903.0;48.15
Colmar;Montélimar;536.6;567.4;45.47
Colmar;Compiègne;517.5;508.8;30.16
Colmar;Stains;0.0;560.5;42.3
Colmar;Gagny;478.3;544.0;42.3
Colmar;Colomiers;1072.8;908.5;52.14
Colmar;Poissy;467.1;588.1;44.94
Colmar;Draguignan;0.0;827.1;63.9
Colmar;Douai;626.1;581.1;36.53
Colmar;Le Lamentin;0.0;2310.8;55.68
Colmar;Bagnolet;0.0;553.3;42.3
Colmar;Marcq-en-Barœul;0.0;620.7;39.11
Colmar;Saint-Joseph;0.0;10851.3;0.0
Calais;Pessac;813.4;882.1;56.67
Calais;Vénissieux;734.7;763.2;52.62
Calais;Évry-Courcouronnes;329.5;316.3;38.32
Calais;Clichy;0.0;284.7;38.32
Calais;Valence;796.0;861.1;56.86
Calais;Ivry-sur-Seine;307.6;292.3;38.32
Calais;Bourges;519.5;534.2;51.06
Calais;Quimper;839.0;713.2;26.26
Calais;Cayenne;0.0;2284.0;67.49
Calais;Antony;313.0;306.0;38.32
Calais;Troyes;478.8;395.6;36.86
Calais;La Seyne-sur-Mer;1023.1;1130.4;77.81
Calais;Villeneuve-d'Ascq;101.4;118.1;0.16
Calais;Montauban;1010.3;910.8;49.72
Calais;Pantin;303.0;278.4;38.32
Calais;Chambéry;763.5;861.2;63.05
Calais;Niort;671.6;697.4;49.85
Calais;Neuilly-sur-Seine;0.0;287.9;38.32
Calais;Sarcelles;313.1;272.1;17.61
Calais;Le Blanc-Mesnil;311.6;274.4;38.32
Calais;Maisons-Alfort;310.0;289.5;38.32
Calais;Lorient;778.7;680.3;26.26
Calais;Villejuif;0.0;293.1;38.32
Calais;Saint-André;0.0;11350.7;0.16
Calais;Fréjus;1123.7;1168.2;77.37
Calais;Beauvais;365.5;214.3;15.05
Calais;Narbonne;1057.9;1075.8;66.73
Calais;Meaux;341.4;276.3;35.9
Calais;Hyères;1045.9;1156.0;79.35
Calais;Bobigny;0.0;276.5;38.32
Calais;La Roche-sur-Yon;724.8;639.4;41.09
Calais;Clamart;326.9;299.9;38.32
Calais;Vannes;731.4;639.2;26.26
Calais;Chelles;316.8;288.6;38.32
Calais;Cholet;710.5;575.5;29.56
Calais;Saint-Louis;0.0;11350.7;0.16
Calais;Épinay-sur-Seine;307.9;281.8;38.32
Calais;Saint-Ouen-sur-Seine;308.7;282.7;38.32
Calais;Saint-Quentin;222.3;174.3;26.86
Calais;Bondy;308.7;276.2;38.32
Calais;Bayonne;983.1;1053.9;61.5
Calais;Corbeil-Essonnes;332.2;326.0;38.88
Calais;Cagnes-sur-Mer;1088.5;1214.9;79.35
Calais;Vaulx-en-Velin;0.0;762.2;57.07
Calais;Les Abymes;0.0;2284.0;67.49
Calais;Sevran;315.9;276.3;38.32
Calais;Fontenay-sous-Bois;312.5;282.6;38.32
Calais;Sartrouville;318.3;279.7;17.19
Calais;Massy;318.3;308.6;38.32
Calais;Arles;932.2;1053.4;66.21
Calais;Saint-Laurent-du-Maroni;0.0;2284.0;67.49
Calais;Albi;1125.1;968.9;49.48
Calais;Laval;578.3;501.5;24.52
Calais;Saint-Herblain;697.4;606.5;33.37
Calais;Gennevilliers;310.4;282.0;17.19
Calais;Suresnes;310.9;294.4;17.89
Calais;Saint-Priest;730.5;774.2;57.65
Calais;Vincennes;308.4;284.6;38.32
Calais;Bastia;0.0;1474.0;89.2
Calais;Martigues;1013.5;1071.8;71.05
Calais;Les Sables-d'Olonne;758.5;678.3;41.71
Calais;Grasse;1087.9;1209.8;78.46
Calais;Montrouge;0.0;293.8;38.32
Calais;Aubagne;985.7;1086.5;75.26
Calais;Saint-Malo;709.5;513.4;26.26
Calais;Évreux;392.2;271.5;13.61
Calais;La Courneuve;304.7;275.1;38.32
Calais;Blois;557.9;473.6;44.3
Calais;Brive-la-Gaillarde;774.7;772.2;45.72
Calais;Charleville-Mézières;485.9;316.7;0.16
Calais;Meudon;313.2;298.5;38.32
Calais;Carcassonne;1103.3;1055.3;58.82
Calais;Choisy-le-Roi;313.5;296.5;38.32
Calais;Noisy-le-Sec;307.4;277.2;38.32
Calais;Livry-Gargan;0.0;276.9;38.32
Calais;Rosny-sous-Bois;309.5;279.0;38.32
Calais;Talence;810.9;880.4;56.67
Calais;Belfort;717.3;653.0;44.05
Calais;Alfortville;311.5;291.2;38.32
Calais;Chalon-sur-Saône;630.3;632.4;48.63
Calais;Salon-de-Provence;1026.4;1021.6;70.36
Calais;Sète;992.6;1058.3;65.22
Calais;Istres;971.9;1046.9;71.27
Calais;Mantes-la-Jolie;348.3;295.0;14.96
Calais;Saint-Germain-en-Laye;323.6;281.2;17.19
Calais;Saint-Brieuc;729.8;576.0;26.26
Calais;Tarbes;1060.9;1116.0;74.57
Calais;Alès;959.0;1000.1;59.37
Calais;Châlons-en-Champagne;453.5;316.8;33.92
Calais;Bagneux;0.0;295.3;38.32
Calais;Puteaux;308.2;290.8;17.19
Calais;Caluire-et-Cuire;0.0;761.7;56.84
Calais;Bron;0.0;769.1;57.13
Calais;Rezé;655.2;607.5;32.46
Calais;Valenciennes;142.7;157.6;0.16
Calais;Châteauroux;580.8;559.1;45.4
Calais;Garges-lès-Gonesse;310.6;273.5;38.32
Calais;Castres;1274.1;991.3;49.48
Calais;Arras;150.2;109.0;21.64
Calais;Melun;344.8;327.9;42.56
Calais;Thionville;610.1;473.5;45.95
Calais;Le Cannet;0.0;1198.3;78.46
Calais;Bourg-en-Bresse;667.3;713.7;54.96
Calais;Anglet;0.0;1059.4;61.5
Calais;Angoulême;734.6;737.8;44.82
Calais;Boulogne-sur-Mer;30.7;36.2;0.0
Calais;Wattrelos;0.0;123.5;0.16
Calais;Gap;891.0;970.6;64.7
Calais;Villenave-d'Ornon;812.9;876.3;56.67
Calais;Montélimar;838.7;902.8;58.32
Calais;Compiègne;377.4;228.1;35.07
Calais;Stains;0.0;276.0;38.32
Calais;Gagny;312.5;283.0;38.32
Calais;Colomiers;1203.2;970.0;53.72
Calais;Poissy;328.1;286.4;17.24
Calais;Draguignan;0.0;1162.5;76.67
Calais;Douai;126.4;123.7;21.53
Calais;Le Lamentin;0.0;2284.0;67.49
Calais;Bagnolet;0.0;282.8;38.32
Calais;Marcq-en-Barœul;0.0;113.8;0.16
Calais;Saint-Joseph;0.0;11350.7;0.16
Pessac;Vénissieux;920.7;570.8;33.34
Pessac;Évry-Courcouronnes;568.0;585.3;26.36
Pessac;Clichy;0.0;599.6;26.41
Pessac;Valence;1007.9;681.6;41.05
Pessac;Ivry-sur-Seine;544.6;592.2;26.41
Pessac;Bourges;446.3;498.1;27.29
Pessac;Quimper;1011.7;591.8;23.3
Pessac;Cayenne;0.0;1403.0;11.24
Pessac;Antony;503.1;578.2;26.41
Pessac;Troyes;727.3;675.2;31.43
Pessac;La Seyne-sur-Mer;1265.2;710.3;48.22
Pessac;Villeneuve-d'Ascq;753.0;817.2;43.58
Pessac;Montauban;200.0;217.4;6.88
Pessac;Pantin;551.5;601.7;26.41
Pessac;Chambéry;976.2;659.9;39.03
Pessac;Niort;285.6;198.4;6.43
Pessac;Neuilly-sur-Seine;0.0;596.4;26.41
Pessac;Sarcelles;556.5;623.4;26.41
Pessac;Le Blanc-Mesnil;555.1;614.3;26.41
Pessac;Maisons-Alfort;548.5;595.4;26.41
Pessac;Lorient;951.4;529.6;23.3
Pessac;Villejuif;0.0;588.2;26.41
Pessac;Saint-André;0.0;11492.0;50.95
Pessac;Fréjus;737.6;748.1;47.77
Pessac;Beauvais;621.4;676.1;28.55
Pessac;Narbonne;358.2;396.4;15.93
Pessac;Meaux;589.9;641.7;38.17
Pessac;Hyères;1288.0;735.9;49.75
Pessac;Bobigny;0.0;610.4;26.41
Pessac;La Roche-sur-Yon;240.0;306.5;12.08
Pessac;Clamart;514.3;584.7;26.41
Pessac;Vannes;904.1;471.4;23.3
Pessac;Chelles;565.3;611.6;26.41
Pessac;Cholet;463.1;345.1;14.61
Pessac;Saint-Louis;0.0;11492.0;50.95
Pessac;Épinay-sur-Seine;551.7;607.0;26.41
Pessac;Saint-Ouen-sur-Seine;546.0;601.3;26.41
Pessac;Saint-Quentin;682.5;760.9;41.59
Pessac;Bondy;557.2;610.0;26.41
Pessac;Bayonne;180.3;172.9;4.72
Pessac;Corbeil-Essonnes;571.7;589.0;26.81
Pessac;Cagnes-sur-Mer;766.2;794.7;49.75
Pessac;Vaulx-en-Velin;0.0;572.6;33.34
Pessac;Les Abymes;0.0;1403.0;11.24
Pessac;Sevran;559.1;616.5;26.41
Pessac;Fontenay-sous-Bois;556.5;604.5;26.41
Pessac;Sartrouville;546.0;606.9;28.87
Pessac;Massy;500.5;575.0;26.41
Pessac;Arles;1168.4;574.4;39.46
Pessac;Saint-Laurent-du-Maroni;0.0;1403.0;11.24
Pessac;Albi;285.2;300.2;8.31
Pessac;Laval;746.3;485.8;19.43
Pessac;Saint-Herblain;520.8;368.3;23.3
Pessac;Gennevilliers;547.8;602.7;26.41
Pessac;Suresnes;535.4;594.7;26.41
Pessac;Saint-Priest;924.9;575.4;33.76
Pessac;Vincennes;554.2;596.8;26.41
Pessac;Bastia;0.0;1053.8;59.6
Pessac;Martigues;631.0;612.6;39.46
Pessac;Les Sables-d'Olonne;269.1;346.4;12.7
Pessac;Grasse;765.5;789.7;48.86
Pessac;Montrouge;0.0;591.0;26.41
Pessac;Aubagne;1227.8;666.3;45.58
Pessac;Saint-Malo;882.2;540.5;23.89
Pessac;Évreux;633.4;648.5;43.08
Pessac;La Courneuve;548.2;615.6;26.41
Pessac;Blois;364.5;423.7;20.72
Pessac;Brive-la-Gaillarde;319.7;215.0;4.29
Pessac;Charleville-Mézières;722.0;819.9;41.93
Pessac;Meudon;516.6;588.6;26.41
Pessac;Carcassonne;305.1;335.7;13.51
Pessac;Choisy-le-Roi;515.5;588.3;26.41
Pessac;Noisy-le-Sec;555.9;607.8;26.41
Pessac;Livry-Gargan;0.0;614.2;26.41
Pessac;Rosny-sous-Bois;558.0;605.3;26.41
Pessac;Talence;2.6;9.7;0.0
Pessac;Belfort;1068.0;828.5;44.18
Pessac;Alfortville;549.9;592.6;26.41
Pessac;Chalon-sur-Saône;1029.2;612.4;17.09
Pessac;Salon-de-Provence;1209.8;596.6;40.27
Pessac;Sète;423.5;462.4;17.86
Pessac;Istres;651.5;605.9;39.46
Pessac;Mantes-la-Jolie;562.3;626.5;27.64
Pessac;Saint-Germain-en-Laye;549.7;609.6;29.88
Pessac;Saint-Brieuc;902.4;569.2;23.89
Pessac;Tarbes;260.2;252.8;17.9
Pessac;Alès;537.1;573.6;35.94
Pessac;Châlons-en-Champagne;689.7;758.4;34.16
Pessac;Bagneux;0.0;588.6;26.41
Pessac;Puteaux;537.0;595.5;26.41
Pessac;Caluire-et-Cuire;0.0;568.5;33.34
Pessac;Bron;0.0;571.4;33.4
Pessac;Rezé;304.0;358.1;23.3
Pessac;Valenciennes;767.7;803.9;46.85
Pessac;Châteauroux;347.5;355.4;1.68
Pessac;Garges-lès-Gonesse;554.1;620.8;26.41
Pessac;Castres;292.1;307.6;8.31
Pessac;Arras;706.9;777.6;41.43
Pessac;Melun;561.3;608.6;30.63
Pessac;Thionville;846.2;936.9;47.46
Pessac;Le Cannet;0.0;778.2;48.86
Pessac;Bourg-en-Bresse;899.8;644.7;38.35
Pessac;Anglet;0.0;178.4;4.72
Pessac;Angoulême;115.0;128.9;1.68
Pessac;Boulogne-sur-Mer;869.9;849.9;56.58
Pessac;Wattrelos;0.0;831.1;43.58
Pessac;Gap;1344.2;781.7;47.95
Pessac;Villenave-d'Ornon;13.5;12.1;0.0
Pessac;Montélimar;1208.1;634.4;39.39
Pessac;Compiègne;617.0;677.7;29.55
Pessac;Stains;0.0;619.0;26.41
Pessac;Gagny;561.0;611.1;26.41
Pessac;Colomiers;262.0;250.4;8.42
Pessac;Poissy;553.8;599.7;26.3
Pessac;Draguignan;0.0;742.4;47.07
Pessac;Douai;730.7;800.9;43.58
Pessac;Le Lamentin;0.0;1403.0;11.24
Pessac;Bagnolet;0.0;598.2;26.41
Pessac;Marcq-en-Barœul;0.0;821.3;43.58
Pessac;Saint-Joseph;0.0;11492.0;50.95
Vénissieux;Évry-Courcouronnes;447.9;448.6;21.65
Vénissieux;Clichy;0.0;488.5;21.65
Vénissieux;Valence;167.8;102.9;4.33
Vénissieux;Ivry-sur-Seine;427.8;476.0;21.65
Vénissieux;Bourges;279.0;346.5;27.47
Vénissieux;Quimper;927.4;915.2;57.86
Vénissieux;Cayenne;0.0;1932.8;32.87
Vénissieux;Antony;396.4;466.2;21.65
Vénissieux;Troyes;629.9;388.9;17.35
Vénissieux;La Seyne-sur-Mer;391.4;372.2;25.37
Vénissieux;Villeneuve-d'Ascq;597.8;706.1;36.27
Vénissieux;Montauban;584.5;510.4;33.33
Vénissieux;Pantin;420.3;485.5;21.65
Vénissieux;Chambéry;84.7;94.6;5.69
Vénissieux;Niort;747.1;647.4;47.61
Vénissieux;Neuilly-sur-Seine;0.0;486.0;21.65
Vénissieux;Sarcelles;438.1;507.2;21.65
Vénissieux;Le Blanc-Mesnil;421.6;498.1;21.65
Vénissieux;Maisons-Alfort;425.1;479.2;21.65
Vénissieux;Lorient;867.1;853.0;57.86
Vénissieux;Villejuif;0.0;472.0;21.65
Vénissieux;Saint-André;0.0;10926.8;17.61
Vénissieux;Fréjus;466.6;410.0;24.83
Vénissieux;Beauvais;529.0;576.9;24.2
Vénissieux;Narbonne;382.4;387.6;29.45
Vénissieux;Meaux;449.9;496.7;28.22
Vénissieux;Hyères;414.2;397.8;26.81
Vénissieux;Bobigny;0.0;494.2;21.65
Vénissieux;La Roche-sur-Yon;799.6;692.7;52.24
Vénissieux;Clamart;416.7;475.2;21.65
Vénissieux;Vannes;819.8;794.7;57.86
Vénissieux;Chelles;425.3;493.9;23.02
Vénissieux;Cholet;785.4;627.3;40.7
Vénissieux;Saint-Louis;0.0;10926.8;17.61
Vénissieux;Épinay-sur-Seine;432.9;495.6;21.65
Vénissieux;Saint-Ouen-sur-Seine;434.1;490.0;21.65
Vénissieux;Saint-Quentin;590.2;599.8;30.0
Vénissieux;Bondy;417.2;493.9;21.65
Vénissieux;Bayonne;1054.2;741.8;38.06
Vénissieux;Corbeil-Essonnes;451.5;443.9;20.92
Vénissieux;Cagnes-sur-Mer;500.7;456.7;26.81
Vénissieux;Vaulx-en-Velin;0.0;11.8;0.0
Vénissieux;Les Abymes;0.0;1932.8;32.87
Vénissieux;Sevran;417.6;500.3;21.65
Vénissieux;Fontenay-sous-Bois;410.4;488.3;21.65
Vénissieux;Sartrouville;438.5;497.4;24.11
Vénissieux;Massy;393.8;464.1;21.65
Vénissieux;Arles;288.4;295.2;13.67
Vénissieux;Saint-Laurent-du-Maroni;0.0;1932.8;32.87
Vénissieux;Albi;572.5;381.6;0.33
Vénissieux;Laval;649.8;680.3;59.93
Vénissieux;Saint-Herblain;736.9;697.7;57.86
Vénissieux;Gennevilliers;435.9;492.1;21.65
Vénissieux;Suresnes;433.3;485.2;21.65
Vénissieux;Saint-Priest;4.2;8.0;0.0
Vénissieux;Vincennes;414.5;480.6;21.65
Vénissieux;Bastia;0.0;715.8;36.66
Vénissieux;Martigues;303.4;313.6;18.52
Vénissieux;Les Sables-d'Olonne;833.3;731.6;52.86
Vénissieux;Grasse;499.4;451.6;25.92
Vénissieux;Montrouge;0.0;474.9;21.65
Vénissieux;Aubagne;354.0;328.3;22.73
Vénissieux;Saint-Malo;797.9;811.2;60.64
Vénissieux;Évreux;510.7;567.5;25.97
Vénissieux;La Courneuve;428.5;499.5;21.65
Vénissieux;Blois;462.4;450.0;34.13
Vénissieux;Brive-la-Gaillarde;847.1;371.9;29.33
Vénissieux;Charleville-Mézières;615.3;582.7;25.22
Vénissieux;Meudon;433.4;479.1;21.65
Vénissieux;Carcassonne;454.0;449.5;32.41
Vénissieux;Choisy-le-Roi;433.6;472.1;21.65
Vénissieux;Noisy-le-Sec;415.9;491.6;21.65
Vénissieux;Livry-Gargan;0.0;498.0;21.65
Vénissieux;Rosny-sous-Bois;412.3;489.2;21.65
Vénissieux;Talence;881.9;568.2;33.34
Vénissieux;Belfort;349.0;343.1;35.74
Vénissieux;Alfortville;426.5;476.4;21.65
Vénissieux;Chalon-sur-Saône;128.9;146.3;8.82
Vénissieux;Salon-de-Provence;394.7;263.4;17.83
Vénissieux;Sète;317.2;337.3;14.2
Vénissieux;Istres;288.3;288.7;18.74
Vénissieux;Mantes-la-Jolie;443.9;528.3;24.5
Vénissieux;Saint-Germain-en-Laye;442.2;500.1;25.12
Vénissieux;Saint-Brieuc;818.1;827.1;49.69
Vénissieux;Tarbes;682.8;681.8;47.96
Vénissieux;Alès;307.4;241.9;6.92
Vénissieux;Châlons-en-Champagne;583.0;464.1;23.02
Vénissieux;Bagneux;0.0;474.2;21.65
Vénissieux;Puteaux;430.6;485.9;21.65
Vénissieux;Caluire-et-Cuire;0.0;15.5;0.0
Vénissieux;Bron;0.0;5.9;0.06
Vénissieux;Rezé;730.1;698.7;56.94
Vénissieux;Valenciennes;639.1;677.0;36.27
Vénissieux;Châteauroux;653.1;363.1;26.75
Vénissieux;Garges-lès-Gonesse;435.8;504.6;21.65
Vénissieux;Castres;613.8;465.2;29.01
Vénissieux;Arras;590.0;680.8;36.04
Vénissieux;Melun;485.9;433.8;26.28
Vénissieux;Thionville;739.5;503.6;22.4
Vénissieux;Le Cannet;0.0;440.2;25.92
Vénissieux;Bourg-en-Bresse;66.0;83.2;4.64
Vénissieux;Anglet;0.0;747.2;38.06
Vénissieux;Angoulême;806.1;526.3;28.78
Vénissieux;Boulogne-sur-Mer;753.1;751.9;39.26
Vénissieux;Wattrelos;0.0;720.1;36.27
Vénissieux;Gap;200.9;204.0;7.42
Vénissieux;Villenave-d'Ornon;883.9;564.1;33.34
Vénissieux;Montélimar;210.5;144.6;5.79
Vénissieux;Compiègne;524.7;561.5;24.79
Vénissieux;Stains;0.0;502.9;21.65
Vénissieux;Gagny;421.0;494.9;21.65
Vénissieux;Colomiers;553.9;545.1;36.04
Vénissieux;Poissy;448.2;501.5;23.15
Vénissieux;Draguignan;0.0;404.3;24.13
Vénissieux;Douai;622.8;670.6;33.7
Vénissieux;Le Lamentin;0.0;1932.8;32.87
Vénissieux;Bagnolet;0.0;482.0;21.65
Vénissieux;Marcq-en-Barœul;0.0;710.2;36.27
Vénissieux;Saint-Joseph;0.0;10926.8;17.61
Évry-Courcouronnes;Clichy;0.0;44.1;0.0
Évry-Courcouronnes;Valence;517.0;538.2;21.52
Évry-Courcouronnes;Ivry-sur-Seine;25.8;23.6;0.0
Évry-Courcouronnes;Bourges;235.8;237.8;12.7
Évry-Courcouronnes;Quimper;567.2;555.6;24.09
Évry-Courcouronnes;Cayenne;0.0;1988.7;37.29
Évry-Courcouronnes;Antony;38.3;21.8;0.0
Évry-Courcouronnes;Troyes;213.9;146.0;7.54
Évry-Courcouronnes;La Seyne-sur-Mer;740.1;807.6;42.56
Évry-Courcouronnes;Villeneuve-d'Ascq;240.9;248.7;17.52
Évry-Courcouronnes;Montauban;731.5;614.4;11.71
Évry-Courcouronnes;Pantin;34.6;41.1;0.0
Évry-Courcouronnes;Chambéry;484.8;538.4;27.71
Évry-Courcouronnes;Niort;389.7;402.1;19.54
Évry-Courcouronnes;Neuilly-sur-Seine;0.0;41.6;0.0
Évry-Courcouronnes;Sarcelles;43.4;54.9;0.0
Évry-Courcouronnes;Le Blanc-Mesnil;43.3;45.8;0.0
Évry-Courcouronnes;Maisons-Alfort;22.9;26.9;0.0
Évry-Courcouronnes;Lorient;505.5;493.4;24.09
Évry-Courcouronnes;Villejuif;0.0;27.6;0.0
Évry-Courcouronnes;Saint-André;0.0;11273.5;30.67
Évry-Courcouronnes;Fréjus;814.6;845.4;42.12
Évry-Courcouronnes;Beauvais;97.2;124.5;2.56
Évry-Courcouronnes;Narbonne;771.6;779.4;28.58
Évry-Courcouronnes;Meaux;73.1;71.0;12.12
Évry-Courcouronnes;Hyères;752.0;833.2;44.1
Évry-Courcouronnes;Bobigny;0.0;41.8;0.0
Évry-Courcouronnes;La Roche-sur-Yon;427.6;412.7;41.94
Évry-Courcouronnes;Clamart;52.2;30.8;0.0
Évry-Courcouronnes;Vannes;454.0;452.3;24.09
Évry-Courcouronnes;Chelles;48.5;43.1;0.0
Évry-Courcouronnes;Cholet;340.6;348.8;30.4
Évry-Courcouronnes;Saint-Louis;0.0;11273.5;30.67
Évry-Courcouronnes;Épinay-sur-Seine;39.6;54.0;0.0
Évry-Courcouronnes;Saint-Ouen-sur-Seine;40.1;45.6;0.0
Évry-Courcouronnes;Saint-Quentin;160.9;192.4;15.19
Évry-Courcouronnes;Bondy;40.4;41.5;0.0
Évry-Courcouronnes;Bayonne;729.1;758.7;31.08
Évry-Courcouronnes;Corbeil-Essonnes;2.0;4.6;0.0
Évry-Courcouronnes;Cagnes-sur-Mer;854.2;892.1;44.1
Évry-Courcouronnes;Vaulx-en-Velin;0.0;439.4;21.65
Évry-Courcouronnes;Les Abymes;0.0;1988.7;37.29
Évry-Courcouronnes;Sevran;47.5;48.0;0.0
Évry-Courcouronnes;Fontenay-sous-Bois;35.7;36.0;0.0
Évry-Courcouronnes;Sartrouville;45.0;53.0;2.46
Évry-Courcouronnes;Massy;43.9;19.7;0.0
Évry-Courcouronnes;Arles;641.4;730.6;30.87
Évry-Courcouronnes;Saint-Laurent-du-Maroni;0.0;1988.7;37.29
Évry-Courcouronnes;Albi;982.5;672.5;11.46
Évry-Courcouronnes;Laval;311.5;274.8;23.38
Évry-Courcouronnes;Saint-Herblain;383.8;379.9;34.22
Évry-Courcouronnes;Gennevilliers;41.9;47.7;0.0
Évry-Courcouronnes;Suresnes;39.8;40.8;0.0
Évry-Courcouronnes;Saint-Priest;434.0;451.3;22.22
Évry-Courcouronnes;Vincennes;33.4;36.2;0.0
Évry-Courcouronnes;Bastia;0.0;1151.1;53.94
Évry-Courcouronnes;Martigues;718.4;749.0;35.72
